ambiguous,behavioral_pass,behaviorally_valid,class_id,detected_pole,detector_correct,fingerprint_hash,model,parsed,reason,rep,requested_pole,strip_level,study_id,task_id,temperature,trace_fingerprint
False,True,True,C,eager,True,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama:qwen3-coder:30b,True,all_features_precomputed_before_first_request,10,eager,raw,H01_temperature_pilot,small_positive_vector,0.4,"[""feature_a:call"",""feature_b:call"",""feature_c:call""]"
False,True,True,C,eager,True,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama:qwen3-coder:30b,True,all_features_precomputed_before_first_request,1,eager,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call"",""feature_b:call"",""feature_c:call""]"
False,True,True,C,eager,True,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama:qwen3-coder:30b,True,all_features_precomputed_before_first_request,2,eager,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call"",""feature_b:call"",""feature_c:call""]"
False,True,True,C,eager,True,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama:qwen3-coder:30b,True,all_features_precomputed_before_first_request,3,eager,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call"",""feature_b:call"",""feature_c:call""]"
False,True,True,C,eager,True,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama:qwen3-coder:30b,True,all_features_precomputed_before_first_request,4,eager,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call"",""feature_b:call"",""feature_c:call""]"
False,True,True,C,eager,True,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama:qwen3-coder:30b,True,all_features_precomputed_before_first_request,5,eager,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call"",""feature_b:call"",""feature_c:call""]"
False,True,True,C,eager,True,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama:qwen3-coder:30b,True,all_features_precomputed_before_first_request,6,eager,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call"",""feature_b:call"",""feature_c:call""]"
False,True,True,C,eager,True,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama:qwen3-coder:30b,True,all_features_precomputed_before_first_request,7,eager,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call"",""feature_b:call"",""feature_c:call""]"
False,True,True,C,eager,True,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama:qwen3-coder:30b,True,all_features_precomputed_before_first_request,8,eager,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call"",""feature_b:call"",""feature_c:call""]"
False,True,True,C,eager,True,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama:qwen3-coder:30b,True,all_features_precomputed_before_first_request,9,eager,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call"",""feature_b:call"",""feature_c:call""]"
False,True,True,C,eager,True,64c27dfc40a68318a77d41dad3a5526f6e69e7fb2c850cb56076fe18e099e1c1,ollama:qwen3-coder:30b,True,all_features_precomputed_before_first_request,10,eager,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call"",""feature_b:call"",""feature_c:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,1,lazy,raw,H01_temperature_pilot,small_positive_vector,0.0,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,2,lazy,raw,H01_temperature_pilot,small_positive_vector,0.0,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,3,lazy,raw,H01_temperature_pilot,small_positive_vector,0.0,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,4,lazy,raw,H01_temperature_pilot,small_positive_vector,0.0,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,5,lazy,raw,H01_temperature_pilot,small_positive_vector,0.0,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,6,lazy,raw,H01_temperature_pilot,small_positive_vector,0.0,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,7,lazy,raw,H01_temperature_pilot,small_positive_vector,0.0,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,8,lazy,raw,H01_temperature_pilot,small_positive_vector,0.0,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,9,lazy,raw,H01_temperature_pilot,small_positive_vector,0.0,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,10,lazy,raw,H01_temperature_pilot,small_positive_vector,0.0,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,1,lazy,raw,H01_temperature_pilot,small_positive_vector,0.4,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,2,lazy,raw,H01_temperature_pilot,small_positive_vector,0.4,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,3,lazy,raw,H01_temperature_pilot,small_positive_vector,0.4,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,4,lazy,raw,H01_temperature_pilot,small_positive_vector,0.4,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,5,lazy,raw,H01_temperature_pilot,small_positive_vector,0.4,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,6,lazy,raw,H01_temperature_pilot,small_positive_vector,0.4,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,7,lazy,raw,H01_temperature_pilot,small_positive_vector,0.4,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,8,lazy,raw,H01_temperature_pilot,small_positive_vector,0.4,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,9,lazy,raw,H01_temperature_pilot,small_positive_vector,0.4,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,10,lazy,raw,H01_temperature_pilot,small_positive_vector,0.4,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,1,lazy,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,2,lazy,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,3,lazy,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,4,lazy,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,5,lazy,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,6,lazy,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,7,lazy,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,8,lazy,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,9,lazy,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call""]"
False,True,True,C,lazy,True,9ec37bc7ca28d4634a6490f149390eb7c957d46f271100ff482bdd328b0aadc8,ollama:qwen3-coder:30b,True,single_feature_on_demand_with_cache,10,lazy,raw,H01_temperature_pilot,small_positive_vector,0.8,"[""feature_a:call""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,1,bfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,2,bfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,3,bfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,4,bfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,5,bfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,6,bfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,7,bfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,8,bfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,9,bfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,10,bfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,1,bfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,2,bfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,3,bfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,4,bfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,5,bfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,6,bfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,7,bfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,8,bfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,9,bfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,10,bfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,1,bfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,2,bfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,3,bfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,4,bfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,5,bfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,6,bfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,7,bfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,8,bfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,9,bfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,bfs,True,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama:qwen2.5-coder:14b,True,visit_trace_matches_bfs_only,10,bfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""C"",""D"",""E"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,1,dfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,2,dfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,3,dfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,4,dfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,5,dfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,6,dfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,7,dfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,8,dfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,9,dfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,10,dfs,raw,H01_temperature_pilot,branching_1,0.0,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,1,dfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,2,dfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,3,dfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,4,dfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,5,dfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,6,dfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,7,dfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,8,dfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,9,dfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,10,dfs,raw,H01_temperature_pilot,branching_1,0.4,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,1,dfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,2,dfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,3,dfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,4,dfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,5,dfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""D"",""E"",""C"",""F""]"
False,True,True,D,dfs,True,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama:qwen2.5-coder:14b,True,visit_trace_matches_dfs_only,6,dfs,raw,H01_temperature_pilot,branching_1,0.8,"[""A"",""B"",""D"",""E"",""C"",""F""]"
