generator_model,task_id,dimension,true_value,predicted_value,correct,rep,code_path,matched_markers
anthropic,sanitize_filename,security,v1,v1,True,1,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v1/rep_1.py,isinstance;raise ValueError;raise TypeError;strip(;sanitize
anthropic,sanitize_filename,security,v1,v1,True,2,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v1/rep_2.py,isinstance;raise ValueError;raise TypeError;strip(;sanitize
anthropic,sanitize_filename,security,v1,v1,True,3,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v1/rep_3.py,isinstance;raise ValueError;raise TypeError;strip(;sanitize
anthropic,sanitize_filename,security,v1,v1,True,4,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v1/rep_4.py,isinstance;raise ValueError;raise TypeError;strip(;sanitize
anthropic,sanitize_filename,security,v1,v1,True,5,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v1/rep_5.py,isinstance;raise ValueError;raise TypeError;strip(;sanitize
anthropic,sanitize_filename,concurrency,v0,v0,True,1,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v0/rep_1.py,
anthropic,sanitize_filename,concurrency,v0,v0,True,2,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v0/rep_2.py,
anthropic,sanitize_filename,concurrency,v0,v0,True,3,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v0/rep_3.py,
anthropic,sanitize_filename,concurrency,v0,v0,True,4,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v0/rep_4.py,
anthropic,sanitize_filename,concurrency,v0,v0,True,5,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v0/rep_5.py,
anthropic,sanitize_filename,concurrency,v1,v0,False,1,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v1/rep_1.py,
anthropic,sanitize_filename,concurrency,v1,v0,False,2,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v1/rep_2.py,
anthropic,sanitize_filename,concurrency,v1,v0,False,3,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v1/rep_3.py,
anthropic,sanitize_filename,concurrency,v1,v0,False,4,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v1/rep_4.py,
anthropic,sanitize_filename,concurrency,v1,v0,False,5,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v1/rep_5.py,
anthropic,validate_email_like,security,v0,v1,False,1,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v0/rep_1.py,isinstance;raise TypeError
anthropic,validate_email_like,security,v0,v1,False,2,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v0/rep_2.py,isinstance;raise TypeError
anthropic,validate_email_like,security,v0,v1,False,3,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v0/rep_3.py,isinstance;raise TypeError
anthropic,validate_email_like,security,v0,v1,False,4,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v0/rep_4.py,isinstance;raise TypeError
anthropic,validate_email_like,security,v0,v1,False,5,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v0/rep_5.py,isinstance;raise TypeError
anthropic,validate_email_like,security,v1,v1,True,1,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v1/rep_1.py,isinstance;raise ValueError;raise TypeError;None
anthropic,validate_email_like,security,v1,v1,True,2,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v1/rep_2.py,isinstance;raise ValueError;raise TypeError;None
anthropic,validate_email_like,security,v1,v1,True,3,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v1/rep_3.py,isinstance;raise ValueError;None
anthropic,validate_email_like,security,v1,v1,True,4,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v1/rep_4.py,isinstance;raise ValueError;raise TypeError;None
anthropic,validate_email_like,security,v1,v1,True,5,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v1/rep_5.py,isinstance;raise ValueError;raise TypeError;None
anthropic,validate_email_like,concurrency,v0,v0,True,1,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v0/rep_1.py,
anthropic,validate_email_like,concurrency,v0,v0,True,2,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v0/rep_2.py,
anthropic,validate_email_like,concurrency,v0,v0,True,3,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v0/rep_3.py,
anthropic,validate_email_like,concurrency,v0,v0,True,4,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v0/rep_4.py,
anthropic,validate_email_like,concurrency,v0,v0,True,5,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v0/rep_5.py,
anthropic,validate_email_like,concurrency,v1,v0,False,1,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v1/rep_1.py,
anthropic,validate_email_like,concurrency,v1,v0,False,2,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v1/rep_2.py,
anthropic,validate_email_like,concurrency,v1,v0,False,3,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v1/rep_3.py,
anthropic,validate_email_like,concurrency,v1,v0,False,4,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v1/rep_4.py,
anthropic,validate_email_like,concurrency,v1,v0,False,5,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v1/rep_5.py,
anthropic,dependency_order,security,v0,v1,False,1,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/security/v0/rep_1.py,raise ValueError;len(
anthropic,dependency_order,security,v0,v1,False,2,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/security/v0/rep_2.py,raise ValueError;len(
anthropic,dependency_order,security,v0,v1,False,3,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/security/v0/rep_3.py,raise ValueError;len(
anthropic,dependency_order,security,v0,v1,False,4,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/security/v0/rep_4.py,raise ValueError;len(
anthropic,dependency_order,security,v0,v1,False,5,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/security/v0/rep_5.py,raise ValueError;len(
anthropic,dependency_order,security,v1,v1,True,1,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/security/v1/rep_1.py,isinstance;raise ValueError;None
anthropic,dependency_order,security,v1,v1,True,2,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/security/v1/rep_2.py,isinstance;raise ValueError;None
anthropic,dependency_order,security,v1,v1,True,3,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/security/v1/rep_3.py,isinstance;raise ValueError;None
anthropic,dependency_order,security,v1,v1,True,4,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/security/v1/rep_4.py,isinstance;raise ValueError;None
anthropic,dependency_order,security,v1,v1,True,5,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/security/v1/rep_5.py,isinstance;raise ValueError;None
anthropic,dependency_order,concurrency,v0,v0,True,1,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/concurrency/v0/rep_1.py,
anthropic,dependency_order,concurrency,v0,v0,True,2,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/concurrency/v0/rep_2.py,
anthropic,dependency_order,concurrency,v0,v0,True,3,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/concurrency/v0/rep_3.py,
anthropic,dependency_order,concurrency,v0,v0,True,4,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/concurrency/v0/rep_4.py,
anthropic,dependency_order,concurrency,v0,v0,True,5,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/concurrency/v0/rep_5.py,
anthropic,dependency_order,concurrency,v1,v0,False,1,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/concurrency/v1/rep_1.py,
anthropic,dependency_order,concurrency,v1,v0,False,2,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/concurrency/v1/rep_2.py,
anthropic,dependency_order,concurrency,v1,v0,False,3,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/concurrency/v1/rep_3.py,
anthropic,dependency_order,concurrency,v1,v0,False,4,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/concurrency/v1/rep_4.py,
anthropic,dependency_order,concurrency,v1,v0,False,5,/home/cesar/papers/invert/invert/data/code/anthropic/dependency_order/concurrency/v1/rep_5.py,
